<<<<<<< HEAD
编号,名称,主,副,组别,魔力值,精力,物攻,防御,魔攻,魔抗,速度,总和,简介
188,十字蝌蚪,水,无,未发现组,0,59,57,42,56,40,58,312,有着尾巴的小蝌蚪，就快变成青蛙了，但需要更多的努力。
189,十字蛙,水,无,未发现组,0,78,78,60,77,59,81,433,可以持续用汗水保持湿润，离开水时身上的黏液会让它正常的在陆地生存。
190,深渊蛙,水,武,未发现组,0,98,96,82,95,81,99,551,来自于深渊底层的宠物，拥有着非凡的斗志，敢于和任何宠物战斗。
191,绿芽粘粘,土,无,未发现组,0,52,48,44,52,47,40,283,沾衣欲湿杏花雨，吹面不寒杨柳风。
192,电狐,电,无,乖乖组,0,55,20,55,105,55,90,380,可以发出心灵电波的宠物，电波的威力很强大。
193,幽狐,电,无,乖乖组,0,65,35,60,120,70,105,455,拥有超强超能力的宠物，可以看透你的心灵。
194,冥狐,电,幽灵,乖乖组,4.5,80,50,75,135,85,120,545,拥有超能力的宠物，可以算出你所想的东西。
195,海豚,水,无,未发现组,0,70,40,50,25,50,55,290,喜欢有规律的滚动，走散了会拍掌呼唤同伴。
196,奇丽果,草,无,未发现组,0,90,92,105,93,105,90,575,想要开花，想要结果，想要另一个生命一起来分享活着的快乐。
197,空灵斗士,草,无,未发现组,0,82,98,81,75,78,105,519,思想的空灵，让他的身体也愈发透明，纯洁却也执着的信念让他成为一个斗士。
198,蝴蝶陶陶,萌,无,未发现组,0,68,65,65,75,45,95,413,到了夜晚眼睛就会发亮，会把硬币之类的物品搜集回来珍藏，但是白天的时候就会一直睡觉。
199,猫老大,萌,毒,未发现组,4.5,100,90,88,110,75,126,589,众猫之王，是一种雍容华贵的猫。毛色光泽，颈上有一个蓝色的项圈，代表着他的身份。
200,巨翎天鹅,水,无,未发现组,0,101,96,93,133,92,99,614,丑小鸭是否最终会变成美丽的天鹅呢？希望你的童话一直不灭。
201,天鹅领主,水,无,未发现组,0,119,113,103,144,111,103,693,美丽的幻境，可爱的美梦，总也长不大的童年，一切都那么令人怀念。
202,变异霹雳云,普通,翼,未发现组,0,65,90,65,61,61,100,442,在痛苦的深渊中挣扎，却再也回不到童年的纯洁。
203,伊童,石,无,未发现组,0,66,69,57,64,65,55,376,尘封了整整一年的时间，所有的激情在这一刻爆发了。
204,奥丁,石,无,未发现组,0,63,58,64,60,60,56,361,尘封了整整一年的时间，让时间的长河从现在开始流淌。
205,果冻,水,无,未发现组,0,65,90,65,61,61,100,442,粘粘的身体，可以随意变化穿梭自如。
206,小狮鹫,普通,翼,未发现组,0,65,60,65,70,60,100,420,非常淘气，总是叫来叫去，一直以为自己是只大公鸡。
207,神圣狮鹫,普通,翼,未发现组,0,70,70,70,90,65,105,470,每天在天空飞翔，总是飞不够，说要把自己做公鸡的时间补回来。
208,皇家狮鹫,普通,翼,未发现组,0,75,75,80,130,70,120,550,肩负着皇家飞行宠的重任，总是一脸的忧愁，失去了做公鸡的快乐。
209,布拉琪,石,无,未发现组,0,63,67,61,66,65,60,382,尘封了整整一年的时间，没有人会了解我的孤独与痛苦。
210,瓦尔基利亚,石,无,未发现组,0,68,60,64,56,61,66,375,尘封了整整一年的时间，不知道我的世界是否还依然存在。
211,小蘑菇,幽灵,无,不死组,0,18,35,70,25,80,20,248,喜欢碰碰跳跳到处跑。
212,幽暗蘑菇,幽灵,无,不死组,0,20,40,90,30,90,25,295,微微张开的触手很灵活，喜欢下雨天。
213,蘑菇王,幽灵,无,不死组,0,50,35,95,35,95,30,340,灵活的触手是最强力的武器。
214,萤火幽灵,幽灵,无,不死组,0,20,40,90,30,90,25,295,总是在阴暗的地方悄悄出现，恐怖的样子常常会让你吓一跳。
215,拐杖幽灵,幽灵,无,不死组,0,45,45,95,35,95,30,345,杵着拐杖，却从来不用，在半空中漂浮。
216,豆豆龙,机械,无,未发现组,0,65,50,70,60,60,50,355,梦想实现太空漫步的小家伙。
217,火箭龙,机械,无,未发现组,0,80,65,90,70,70,60,435,火箭龙不仅可以任意飞行，还有最好的雷达设备和喷气式火箭推进器。
218,火箭喷射龙,机械,无,未发现组,0,100,80,120,80,80,70,530,火箭喷射龙生气的时候会飞到空中随意发射鲨鱼导弹，千万不要惹它生气哦。
219,空灵兽,草,无,植物组,1.5,66,91,66,62,63,99,447,喜欢隐藏在树叶中，生气时会放出耀眼光芒。
220,记忆石,石,无,未发现组,0,65,90,65,61,61,100,442,拥有无穷的记忆，大家跟它分享的点点滴滴都记在了石头上。
221,夜回犀牛,土,无,未发现组,0,90,71,75,51,45,100,432,从小因为外貌独特常常被人认为是甲虫，因为只有恩佐喊它犀牛而忠心耿耿。
222,水晶犬,毒,无,未发现组,0,65,90,65,61,61,100,442,恩佐答应它如果战斗的时候头上的水晶球破了的话就帮它再做一个，于是它总是冲在军队最前面。
223,恶魔叮,恶魔,无,未发现组,0,65,90,65,61,61,100,442,很小的时候被恩佐收留了，一直守护在恩佐身边，竭尽心力的为恩佐战斗，哪怕有一天这一切都会改变。
224,古钟蛇,萌,无,未发现组,0,76,58,55,68,75,110,442,外表长得十分凶狠的毒蛇，但其实私底下很喜欢用尾巴做拨浪鼓逗小朋友。
225,爆焰飞龙,火,无,未发现组,0,98,104,98,118,102,120,640,一直以来都是为了荣耀而喷出火焰，这一次，他决定喷出火焰，就为了一个香喷喷的烤红薯。
226,小河马,萌,翼,天空组,0,65,90,65,60,60,100,440,小河马喜欢在河里打闹，玩耍过后飞在空中晒太阳。
227,河马小天使,萌,翼,天空组,0,75,100,75,65,65,105,485,河马小天使已经不在水里生活了，漫步在空中回忆戏水打闹的时光。
228,飞鱼,萌,翼,天空组,0,78,85,76,53,65,86,443,在水中如鱼一般灵活的身体，穿梭于深海之中，刚刚学会飞行。
229,飞羽,萌,翼,天空组,0,91,96,83,81,86,106,543,眼神中总是充满了怨气，长着一颗大大的门牙，飞行速度极快，喜欢穿梭在丛林之中。
230,小天马,萌,翼,天空组,0,71,73,75,54,52,72,397,白色胖嘟嘟的身体，开心的学习着飞行。
231,独角兽,萌,翼,天空组,0,95,95,84,73,85,95,527,发怒的时候眉毛会变成红色，有着巨大的翅膀，可以长时间飞行。
232,小翼龙,龙,翼,天空组,0,65,90,65,60,60,100,440,身体太胖，很努力的学习飞行，梦想飞到最高处。
233,翼龙,龙,翼,天空组,0,75,100,75,65,65,105,485,停在空中注视着自己的领地，保护着龙族栖息地。
234,机甲壳,机械,无,未发现组,0,72,45,78,65,55,40,355,背着蛋壳，有危险就躲进蛋壳里。
235,机械蜥蜴,机械,无,未发现组,0,87,60,98,75,65,60,445,看起来身形笨重，其实行动迅速。
236,机械龙,机械,无,未发现组,0,107,75,128,85,75,70,540,全身被机械包裹，行动缓慢。
237,格斗小五,武,无,未发现组,0,65,90,65,61,61,100,442,喜欢沐浴阳光和大自然空气进行腿法训练。
238,格斗小六,武,无,未发现组,0,75,95,70,63,62,105,470,掌力十足的合气道高手。
239,格斗小七,武,无,未发现组,0,80,100,75,63,62,105,485,拳力倍化的拳击高手。
240,小火猴,武,无,力量组,0,59,94,43,44,45,40,325,看起来瘦弱的身躯，拳头强而有力，不可小视的拳击实力。
241,拳套猴,武,无,力量组,0,79,103,69,61,71,78,461,壮实的胸肌，拳头强而有力，长长的尾巴有时候也是进攻武器。
242,火爆猴,武,无,力量组,0,99,121,71,74,93,84,542,全身血脉沸腾，红色毛发让对手恐怖不已，出拳命中非死即伤。
243,乌达,恶魔,火,不死组,0,63,44,48,65,69,44,333,装在头盔里吓唬人。
244,迷你乌,恶魔,火,不死组,0,73,68,64,76,92,55,428,曾经从死神手里逃出过，变的越来越邪恶，眼睛上的伤痕遗留至今。
245,乌拉塔,恶魔,火,不死组,0,74,83,83,71,128,82,521,锋利的爪是最尖锐的武器，最恐怖的恶魔杀手。
246,独眼怪,恶魔,水,不死组,0,57,50,59,62,78,55,361,总是睡不醒，眼睛半睁着。
247,独眼魔,恶魔,水,不死组,0,69,64,62,64,88,65,412,张开手掌挡空气。
248,独眼巨魔,恶魔,水,不死组,0,80,72,86,70,126,86,520,摩拳擦掌，睁大眼睛看东西。
249,小玲鹿,土,无,未发现组,0,67,38,67,43,67,34,316,-
250,玲鹿,土,无,未发现组,0,86,63,67,60,73,69,418,-
251,多角玲鹿,土,无,未发现组,0,111,72,110,84,100,87,564,-
252,小钻鼠,土,无,未发现组,0,64,38,63,41,59,38,303,-
253,钻钻鼠,土,无,未发现组,0,76,58,57,64,81,72,408,-
254,霹雳旋风鼠,土,无,未发现组,0,101,82,105,81,113,74,556,-
255,倒影娃娃,恶魔,无,未发现组,0,55,46,57,44,48,35,285,我很丑，可我也很温柔。
256,腿朝天,恶魔,无,未发现组,0,76,68,76,63,71,54,408,为什么整个世界都是倒立的呢？
257,倒挂怪,恶魔,无,未发现组,0,98,88,98,81,92,76,533,有没有一个世界，在那里我可以像其他宠物一样正常的生活呢？
258,小曼陀罗猪,恶魔,草,植物组,0,56,65,43,37,31,60,292,陀罗生猪身，日日跟猪跑，愿君多捕捉，此物最管饱。
259,曼陀罗猪,恶魔,草,植物组,0,70,86,68,57,51,84,416,君生猪未生，猪生陀罗老，恨不生同时，夜夜睡干草。
260,曼陀罗猪神,恶魔,草,植物组,3,99,102,99,82,73,91,546,猪吃曼陀罗，陀罗缠猪身，本是一猪生，相煎何太急。
261,罗达械,机械,无,未发现组,0,51,53,77,45,57,55,338,头上冒着黄灯的两轮小机械战车。
262,罗达战车,机械,无,未发现组,0,69,64,84,69,67,79,432,三轮机械战车，冲击力很强。
263,罗卡德,机械,无,未发现组,0,85,82,116,97,94,82,556,四轮机械战车，跑动很迅速。
264,伊拉龙,龙,翼,未发现组,0,65,50,70,62,60,50,357,远古时代就存在的宠物，一直见证着历史的变更，深知隐忍的重要，一直在默默等待属于他的王朝。
265,伊雷龙,龙,翼,未发现组,0,80,65,90,83,70,60,448,像其他的龙族一样，拥有高贵的血统，而且他还有一个独特的地方，那就是他们的血液也是白色的。
266,伊兰亚龙,龙,翼,未发现组,0,100,80,120,120,80,70,570,很多次都在龙族的历史中起到了关键的作用，但是一直默默的躲在背后，很少有人知道他的存在。
267,封印守卫,龙,无,未发现组,0,65,78,70,60,60,50,383,一出生就注定了要守护一个龙族的秘密，从此他的命运就与龙族的命运绑在了一起。
268,封印使者,龙,无,未发现组,0,80,93,90,70,70,60,463,坚定的守护着家族的秘密，执着的恪守着自己的职责，哪怕是不曾被人理解，也没有埋怨过什么。
269,上古战龙,龙,武,未发现组,5,120,130,120,80,80,70,600,尽忠尽责的表现，让他获得了上古龙王的赏识，并被赋予了强大的力量，勇猛无比。
270,烈钻鸟,火,翼,未发现组,0,48,54,50,38,42,68,300,用嘴巴在枯燥的树干上用力一点就会盛开一朵绚丽的火花。
271,长尾火鸟,火,翼,未发现组,0,71,72,75,66,67,71,422,美丽的尾羽弯弯的翘着，好像天边的一轮弯月。
272,火羽,火,翼,未发现组,0,92,99,91,89,75,95,541,一边飞翔，一边喷吐火焰，想要让整个世界燃烧。
273,触须草龙,龙,翼,天空组,0,67,52,73,63,62,52,369,头上的角是它的标志，喜欢走走跳跳跑跑飞飞。
274,触角草龙,龙,翼,天空组,0,82,68,95,75,72,65,457,挥舞翅膀冲击力很强。
275,触灵飞龙,龙,翼,天空组,0,105,85,122,85,85,77,559,尖锐的大角可以粉碎钻石的原矿石，坚硬的皮肤不怕任何破坏性的攻击。
276,小花嘴龙,龙,翼,天空组,0,65,50,70,60,60,50,355,呆呆的眼神凝视着，很胆小。
277,花嘴龙,龙,翼,天空组,0,80,65,90,70,70,60,435,长出鳄鱼一般的嘴巴，身型变的很大。
278,丰羽嘴龙,龙,翼,天空组,0,100,80,120,80,80,70,530,庞大的身型，全身布满鳞片。
279,小蛋蛋龙,龙,翼,天空组,0,66,57,75,62,60,55,375,尾巴上背着微微裂开的蛋壳，传说蛋壳完全裂开后，蛋蛋龙会获得强力的保护。
280,蛋蛋龙,龙,翼,天空组,0,81,69,95,74,66,65,450,尾巴上的蛋壳已长出些许藤蔓，作为尾部攻击的利器。
281,藤蔓蛋龙,龙,翼,天空组,0,104,82,115,90,77,75,543,尾部的藤蔓成为藤蔓蛋龙最好的保护，环绕全身。
282,玛雅,石,无,未发现组,0,85,50,40,40,70,50,335,他的存在一直都是一个谜，记载着许多洛克们都无法解开的神秘的事件。
283,玛雅之星,石,无,未发现组,0,110,65,60,60,125,60,480,对于时间非常敏感，即使没有很上流的工具，也能很精准的推算出许多重要的时间。
284,玛雅石像鬼,石,无,未发现组,0,140,80,80,80,150,70,600,也许有一天，他会突然在整个世界中消失，再也寻觅不到他的身影，只能偶尔看到他存在过的迹象。
285,霹雳龙,龙,无,大地组,0,70,54,70,66,63,55,378,很容易生气，发怒时别惹它。
286,霹雳石龙,龙,无,大地组,0,85,64,95,77,72,66,459,双手保护在前方时是最强的盾牌，不怕任何伤害。
287,霹雳金龙,龙,无,大地组,0,100,82,130,88,81,77,558,手臂强而有力，最强的武器也是最强的盾牌。
288,蒸汽龙,龙,无,大地组,0,68,50,75,60,60,56,369,还不能完全站起来，身上的出汽孔可以喷出高温的蒸汽。
289,蒸汽甲龙,龙,无,大地组,0,85,62,105,70,70,64,456,像犀牛一样尖尖的鼻子，全身都可以喷出高温的蒸汽。
290,蒸汽神龙,龙,无,大地组,0,110,80,135,80,80,72,557,凶猛强壮，全身如石头一般坚硬。
291,小地狱犬,恶魔,萌,未发现组,0,54,47,44,55,73,58,331,三个脑袋的地狱魔犬，可以看到任何方向。
292,地狱三头犬,恶魔,萌,未发现组,0,60,56,58,66,85,67,392,地狱魔犬慢慢变的凶狠，喜欢吃灵魂。
293,炎魔地狱犬,恶魔,萌,未发现组,0,85,86,72,83,116,89,531,缠绕着蓝色的地狱火焰，魔族胎记也慢慢消失。
294,红唇鱼,水,无,未发现组,0,42,51,68,50,54,40,305,红色的嘴唇不是抹得颜料，是天生的，以为自己是天下最美的。
295,红龙角,水,无,未发现组,0,65,70,85,60,73,74,427,头上的犄角慢慢长大，猛然间醒悟，多年以来以为自己是鱼，其实自己是龙。
296,满珊瑚,水,无,未发现组,0,94,89,108,97,98,93,579,头上长满了犄角，好像珊瑚一样，很多小鱼在头顶寄生，他也从来不生气，非常喜欢小鱼们。
297,幻象勇士,机械,无,未发现组,0,42,69,67,58,49,50,335,很小的时候就拥有一颗强大的内心，有一种要整个世界为他低头的魄力。
298,幻象骑士,机械,无,未发现组,0,75,95,98,63,64,76,471,手中的武器和快速的行动造就了他骑士般的实力，在王国大陆几乎已经没有人敢与他抗争。
299,幻影霸主,机械,无,未发现组,0,85,120,120,93,82,91,591,多年后完成了儿时的梦想，从容的走在王国的土地上，没有了年轻时的张狂，发现爱才是他赢得荣耀的关键。
300,缇塔,机械,无,未发现组,0,50,59,73,49,46,52,329,完全无需电力就可以行动，体内的钻石难道是能量神石。
301,声波缇塔,机械,无,未发现组,0,61,67,99,67,71,61,426,长长的机械触手，充能后威力不可小视。
302,超导缇塔,机械,无,未发现组,0,90,94,103,91,83,95,556,充电的盾牌，一触立刻失去知觉，可以承受十万伏特的电压。
303,石朵,土,石,未发现组,0,65,50,70,60,60,50,355,坚硬如我，也期待能有温柔的一面，就像在我坚硬内心中盛开的花朵一样。
304,厚岩,土,石,未发现组,0,80,65,90,70,70,60,435,厚岩但我不无耻，嘴巴里面有长牙牙的，哈哈。
305,石敢当,土,石,未发现组,0,100,80,120,80,80,70,530,站在这里，像座山，握紧拳头，从未怕过任何人，只有你小水滴，让我眉头紧锁，只因怕你滴水石穿。
306,管家盾,电,无,未发现组,0,50,40,79,52,54,48,323,坚强的用自己小小的身躯，守卫着，守卫着这个世界太多的不公平，守卫着所有的侵犯。
